"Key","Coach","Status","Month","Day","Year","PF","Opponent","PA","Location","State","Special"
"1205","Jonathan Smith","L","11","7","2020","28","Washington St.","38","Corvallis"," OR",
"1206","Jonathan Smith","L","11","14","2020","21","Washington","27","Seattle"," WA",
"1207","Jonathan Smith","W","11","21","2020","31","California","27","Corvallis"," OR",
"1208","Jonathan Smith","W","11","27","2020","41","Oregon","38","Corvallis"," OR",
"1209","Jonathan Smith","L","12","5","2020","24","Utah","30","Salt Lake City"," UT",
"1210","Jonathan Smith","L","12","12","2020","24","Stanford (CA)","27","Corvallis"," OR",
"1211","Jonathan Smith","L","12","20","2020","33","Arizona St.","46","Corvallis"," OR",
"1212","Jonathan Smith","L","9","4","2021","21","Purdue (IN)","30","West Lafayette"," IN",
"1213","Jonathan Smith","W","9","11","2021","45","Hawaii","27","Corvallis"," OR",
"1214","Jonathan Smith","W","9","18","2021","42","Idaho","0","Corvallis"," OR",
"1215","Jonathan Smith","W","9","25","2021","45","Southern California","27","Los Angeles"," CA",
"1216","Jonathan Smith","W","10","2","2021","27","Washington","24","Corvallis"," OR",
"1217","Jonathan Smith","L","10","9","2021","24","Washington St.","31","Pullman"," WA",
"1218","Jonathan Smith","W","10","23","2021","42","Utah","34","Corvallis"," OR",
"1219","Jonathan Smith","L","10","30","2021","25","California","39","Berkeley"," CA",
"1220","Jonathan Smith","L","11","6","2021","34","Colorado","37","Boulder"," CO",
"1221","Jonathan Smith","W","11","13","2021","35","Stanford (CA)","14","Corvallis"," OR",
"1222","Jonathan Smith","W","11","20","2021","24","Arizona St.","10","Corvallis"," OR",
"1223","Jonathan Smith","L","11","27","2021","29","Oregon","38","Eugene"," OR",
"1224","Jonathan Smith","L","12","18","2021","13","Utah St.","24","Inglewood","CA","Jimmy Kimmel LA Bowl Presented by Stifel"
"1225","Jonathan Smith","W","9","3","2022","34","Boise St. (ID)","17","Corvallis"," OR",
"1226","Jonathan Smith","W","9","10","2022","35","Fresno St. (CA)","32","Fresno"," CA",
"1227","Jonathan Smith","W","9","17","2022","68","Montana St.","28","Corvallis"," OR",
"1228","Jonathan Smith","L","9","24","2022","14","Southern California","17","Corvallis"," OR",
"1229","Jonathan Smith","L","10","1","2022","16","Utah","42","Salt Lake City"," UT",
"1230","Jonathan Smith","W","10","8","2022","28","Stanford (CA)","27","Stanford"," CA",
"1231","Jonathan Smith","W","10","15","2022","24","Washington St.","10","Corvallis"," OR",
"1232","Jonathan Smith","W","10","22","2022","42","Colorado","9","Corvallis"," OR",
"1233","Jonathan Smith","L","11","4","2022","21","Washington","24","Seattle"," WA",
"1234","Jonathan Smith","W","11","12","2022","38","California","10","Corvallis"," OR",
"1235","Jonathan Smith","W","11","19","2022","31","Arizona St.","7","Tempe"," AZ",
"1236","Jonathan Smith","W","11","26","2022","38","Oregon","34","Corvallis"," OR",
"1237","Jonathan Smith","W","12","17","2022","30","Florida","3","Las Vegas","NV","SRS Distribution Las Vegas Bowl"
"1238","Jonathan Smith","W","9","3","2023","42","San Jose St. (CA)","17","San Jose"," CA",
"1239","Jonathan Smith","W","9","9","2023","55","California-Davis","7","Corvallis"," OR",
"1240","Jonathan Smith","W","9","16","2023","26","San Diego St. (CA)","9","Corvallis"," OR",
"1241","Jonathan Smith","L","9","23","2023","35","Washington St.","38","Pullman"," WA",
"1242","Jonathan Smith","W","9","29","2023","21","Utah","7","Corvallis"," OR",
"1243","Jonathan Smith","W","10","7","2023","52","California","40","Berkeley"," CA",
"1244","Jonathan Smith","W","10","14","2023","36","UCLA","24","Corvallis"," OR",
"1245","Jonathan Smith","L","10","28","2023","24","Arizona","27","Tucson"," AZ",
"1246","Jonathan Smith","W","11","4","2023","26","Colorado","19","Boulder"," CO",
"1247","Jonathan Smith","W","11","11","2023","62","Stanford (CA)","17","Corvallis"," OR",
"1248","Jonathan Smith","L","11","18","2023","20","Washington","22","Corvallis"," OR",
"1249","Jonathan Smith","L","11","24","2023","7","Oregon","31","Eugene"," OR",
